	Gene1	Gene2	dist	strand	pred
1135	KVP08_008565	KVP08_008570	130	1	False
1136	KVP08_008570	KVP08_008575	170	1	False
1137	KVP08_008575	KVP08_008580	13	1	True
1138	KVP08_008580	KVP08_008585	315	1	False
1139	KVP08_008585	KVP08_008590	118	1	False
1140	KVP08_008590	KVP08_008595	142	1	False
1141	KVP08_008595	KVP08_008600	80	1	True
1142	KVP08_008600	KVP08_008605	191	1	False
1143	KVP08_008605	KVP08_008610	211	1	False
1144	KVP08_008615	KVP08_008620	234	-1	False
1145	KVP08_008630	KVP08_008640	823	-1	False
1146	KVP08_008640	KVP08_008645	100	-1	False
1147	KVP08_008645	KVP08_008650	82	-1	True
1148	KVP08_008650	KVP08_008655	1	-1	True
1149	KVP08_008665	KVP08_008670	196	-1	False
1150	KVP08_008680	KVP08_008685	67	-1	True
1151	KVP08_008700	KVP08_008705	69	1	True
1152	KVP08_008710	KVP08_008715	237	-1	False
1153	KVP08_008715	KVP08_008720	84	-1	True
1154	KVP08_008730	KVP08_008735	43	-1	True
1155	KVP08_008740	KVP08_008745	28	1	True
1156	KVP08_008750	KVP08_008755	125	-1	False
1157	KVP08_008755	KVP08_008760	33	-1	True
1158	KVP08_008765	KVP08_008770	46	1	True
1159	KVP08_008770	KVP08_008775	10	1	True
1160	KVP08_008790	KVP08_008795	300	-1	False
1161	KVP08_008795	KVP08_008800	21	-1	True
1162	KVP08_008815	KVP08_008820	102	1	False
1163	KVP08_008820	KVP08_008825	81	1	True
1164	KVP08_008825	KVP08_008830	821	1	False
1165	KVP08_008830	KVP08_008835	274	1	False
1166	KVP08_008835	KVP08_008840	-3	1	True
1167	KVP08_008845	KVP08_008850	2	-1	True
1168	KVP08_008860	KVP08_008865	-7	-1	True
1169	KVP08_008865	KVP08_008870	-10	-1	True
1170	KVP08_008880	KVP08_008885	136	-1	False
1171	KVP08_008900	KVP08_008905	144	1	False
1172	KVP08_008905	KVP08_008910	-7	1	True
1173	KVP08_008910	KVP08_008915	132	1	False
1174	KVP08_008915	KVP08_008920	22	1	True
1175	KVP08_008920	KVP08_008925	200	1	False
1176	KVP08_008925	KVP08_008930	72	1	True
1177	KVP08_008935	KVP08_008940	3	-1	True
1178	KVP08_008940	KVP08_008945	28	-1	True
1179	KVP08_008950	KVP08_008955	25	1	True
1180	KVP08_008955	KVP08_008960	58	1	True
1181	KVP08_008965	KVP08_008970	46	-1	True
1182	KVP08_008985	KVP08_008990	43	1	True
1183	KVP08_008990	KVP08_008995	3	1	True
1184	KVP08_009000	KVP08_009005	253	-1	False
1185	KVP08_009010	KVP08_009015	24	1	True
1186	KVP08_009025	KVP08_009030	131	1	False
1187	KVP08_009030	KVP08_009045	664	1	False
1188	KVP08_009060	KVP08_009065	130	-1	False
1189	KVP08_009070	KVP08_009075	211	1	False
1190	KVP08_009075	KVP08_009080	126	1	False
1191	KVP08_009080	KVP08_009085	435	1	False
1192	KVP08_009090	KVP08_009095	104	-1	False
1193	KVP08_009095	KVP08_009100	0	-1	True
1194	KVP08_009100	KVP08_009105	27	-1	True
1195	KVP08_009105	KVP08_009110	13	-1	True
1196	KVP08_009115	KVP08_009120	50	1	True
1197	KVP08_009120	KVP08_009125	8	1	True
1198	KVP08_009125	KVP08_009130	61	1	True
1199	KVP08_009130	KVP08_009135	3	1	True
1200	KVP08_009135	KVP08_009140	-3	1	True
1201	KVP08_009140	KVP08_009145	-3	1	True
1202	KVP08_009145	KVP08_009150	-3	1	True
1203	KVP08_009150	KVP08_009155	-3	1	True
1204	KVP08_009155	KVP08_009160	-3	1	True
1205	KVP08_009160	KVP08_009165	0	1	True
1206	KVP08_009165	KVP08_009170	-13	1	True
1207	KVP08_009170	KVP08_009175	-13	1	True
1208	KVP08_009175	KVP08_009180	110	1	False
1209	KVP08_009180	KVP08_009185	20	1	True
1210	KVP08_009185	KVP08_009190	-3	1	True
1211	KVP08_009190	KVP08_009195	113	1	False
1212	KVP08_009210	KVP08_009215	144	-1	False
1213	KVP08_009215	KVP08_009220	-18	-1	True
1214	KVP08_009225	KVP08_009230	55	1	True
1215	KVP08_009230	KVP08_009235	92	1	True
1216	KVP08_009235	KVP08_009240	48	1	True
1217	KVP08_009240	KVP08_009245	120	1	False
1218	KVP08_009245	KVP08_009250	-3	1	True
1219	KVP08_009250	KVP08_009255	-3	1	True
1220	KVP08_009255	KVP08_009260	3	1	True
1221	KVP08_009260	KVP08_009265	13	1	True
1222	KVP08_009265	KVP08_009270	18	1	True
1223	KVP08_009270	KVP08_009275	2	1	True
1224	KVP08_009275	KVP08_009280	12	1	True
1225	KVP08_009280	KVP08_009285	4	1	True
1226	KVP08_009285	KVP08_009290	-3	1	True
1227	KVP08_009290	KVP08_009295	202	1	False
1228	KVP08_009295	KVP08_009300	-3	1	True
1229	KVP08_009300	KVP08_009305	0	1	True
1230	KVP08_009305	KVP08_009310	0	1	True
1231	KVP08_009310	KVP08_009315	47	1	True
1232	KVP08_009315	KVP08_009320	2433	1	False
1233	KVP08_009320	KVP08_009325	0	1	True
1234	KVP08_009325	KVP08_009330	5	1	True
1235	KVP08_009330	KVP08_009335	12	1	True
1236	KVP08_009340	KVP08_009345	118	-1	False
1237	KVP08_009345	KVP08_009350	88	-1	True
1238	KVP08_009350	KVP08_009355	70	-1	True
1239	KVP08_009355	KVP08_009360	112	-1	False
1240	KVP08_009375	KVP08_009380	127	1	False
1241	KVP08_009380	KVP08_009385	153	1	False
1242	KVP08_009385	KVP08_009390	153	1	False
1243	KVP08_009395	KVP08_009400	264	-1	False
1244	KVP08_009410	KVP08_009415	26	-1	True
1245	KVP08_009420	KVP08_009425	275	1	False
1246	KVP08_009425	KVP08_009430	138	1	False
1247	KVP08_009430	KVP08_009435	56	1	True
1248	KVP08_009435	KVP08_009440	421	1	False
1249	KVP08_009450	KVP08_009455	82	1	True
1250	KVP08_009455	KVP08_009460	600	1	False
1251	KVP08_009465	KVP08_009470	0	-1	True
1252	KVP08_009470	KVP08_009475	87	-1	True
1253	KVP08_009480	KVP08_009485	97	1	False
1254	KVP08_009485	KVP08_009490	-3	1	True
1255	KVP08_009500	KVP08_009505	46	1	True
1256	KVP08_009505	KVP08_009510	351	1	False
1257	KVP08_009510	KVP08_009515	79	1	True
1258	KVP08_009515	KVP08_009520	38	1	True
1259	KVP08_009520	KVP08_009525	15	1	True
1260	KVP08_009525	KVP08_009530	16	1	True
1261	KVP08_009530	KVP08_009535	68	1	True
1262	KVP08_009535	KVP08_009540	9	1	True
1263	KVP08_009540	KVP08_009545	156	1	False
1264	KVP08_009545	KVP08_009550	69	1	True
1265	KVP08_009550	KVP08_009555	198	1	False
1266	KVP08_009555	KVP08_009560	221	1	False
1267	KVP08_009560	KVP08_009565	304	1	False
1268	KVP08_009570	KVP08_009575	0	-1	True
1269	KVP08_009575	KVP08_009580	468	-1	False
1270	KVP08_009595	KVP08_009600	195	1	False
1271	KVP08_009605	KVP08_009610	122	-1	False
1272	KVP08_009615	KVP08_009620	201	1	False
1273	KVP08_009620	KVP08_009625	90	1	True
1274	KVP08_009630	KVP08_009635	73	-1	True
1275	KVP08_009635	KVP08_009640	33	-1	True
1276	KVP08_009640	KVP08_009645	24	-1	True
1277	KVP08_009645	KVP08_009650	171	-1	False
1278	KVP08_009655	KVP08_009660	261	1	False
1279	KVP08_009665	KVP08_009670	82	-1	True
1280	KVP08_009670	KVP08_009675	143	-1	False
1281	KVP08_009675	KVP08_009680	65	-1	True
1282	KVP08_009680	KVP08_009685	-3	-1	True
1283	KVP08_009685	KVP08_009690	0	-1	True
1284	KVP08_009690	KVP08_009695	110	-1	False
1285	KVP08_009695	KVP08_009700	42	-1	True
1286	KVP08_009700	KVP08_009705	51	-1	True
1287	KVP08_009705	KVP08_009710	569	-1	False
1288	KVP08_009710	KVP08_009715	13	-1	True
1289	KVP08_009720	KVP08_009725	18	1	True
1290	KVP08_009740	KVP08_009745	103	-1	False
1291	KVP08_009745	KVP08_009750	137	-1	False
1292	KVP08_009755	KVP08_009760	189	1	False
1293	KVP08_009760	KVP08_009765	19	1	True
1294	KVP08_009765	KVP08_009770	413	1	False
1295	KVP08_009800	KVP08_009805	128	1	False
1296	KVP08_009805	KVP08_009810	290	1	False
1297	KVP08_009810	KVP08_009815	56	1	True
1298	KVP08_009820	KVP08_009825	25	-1	True
1299	KVP08_009825	KVP08_009830	14	-1	True
1300	KVP08_009830	KVP08_009835	258	-1	False
1301	KVP08_009835	KVP08_009840	666	-1	False
1302	KVP08_009840	KVP08_009845	96	-1	False
1303	KVP08_009845	KVP08_009850	-18	-1	True
1304	KVP08_009850	KVP08_009855	148	-1	False
1305	KVP08_009855	KVP08_009860	146	-1	False
1306	KVP08_009860	KVP08_009865	82	-1	True
1307	KVP08_009865	KVP08_009870	67	-1	True
1308	KVP08_009870	KVP08_009875	4	-1	True
1309	KVP08_009875	KVP08_009880	665	-1	False
1310	KVP08_009880	KVP08_009885	67	-1	True
1311	KVP08_009885	KVP08_009890	55	-1	True
1312	KVP08_009890	KVP08_009895	86	-1	True
1313	KVP08_009905	KVP08_009910	357	-1	False
1314	KVP08_009915	KVP08_009920	15	1	True
1315	KVP08_009920	KVP08_009925	4	1	True
1316	KVP08_009925	KVP08_009930	97	1	False
1317	KVP08_009935	KVP08_009940	0	-1	True
1318	KVP08_009940	KVP08_009945	-7	-1	True
1319	KVP08_009945	KVP08_009950	59	-1	True
1320	KVP08_009950	KVP08_009955	0	-1	True
1321	KVP08_009955	KVP08_009960	213	-1	False
1322	KVP08_009960	KVP08_009965	-16	-1	True
1323	KVP08_009975	KVP08_009980	72	-1	True
1324	KVP08_009980	KVP08_009985	-19	-1	True
1325	KVP08_009985	KVP08_009990	8	-1	True
1326	KVP08_009990	KVP08_009995	22	-1	True
1327	KVP08_009995	KVP08_010000	4	-1	True
1328	KVP08_010005	KVP08_010010	4	1	True
1329	KVP08_010010	KVP08_010015	108	1	False
1330	KVP08_010015	KVP08_010020	98	1	False
1331	KVP08_010020	KVP08_010025	11	1	True
1332	KVP08_010025	KVP08_010030	114	1	False
1333	KVP08_010030	KVP08_010035	445	1	False
1334	KVP08_010035	KVP08_010040	24	1	True
1335	KVP08_010040	KVP08_010045	231	1	False
1336	KVP08_010045	KVP08_010050	125	1	False
1337	KVP08_010065	KVP08_010070	-3	-1	True
1338	KVP08_010075	KVP08_010080	252	1	False
1339	KVP08_010080	KVP08_010085	129	1	False
1340	KVP08_010085	KVP08_010090	707	1	False
1341	KVP08_010090	KVP08_010095	45	1	True
1342	KVP08_010095	KVP08_010100	3	1	True
1343	KVP08_010100	KVP08_010105	11	1	True
1344	KVP08_010105	KVP08_010110	9	1	True
1345	KVP08_010110	KVP08_010115	553	1	False
1346	KVP08_010115	KVP08_010120	109	1	False
1347	KVP08_010120	KVP08_010125	68	1	True
1348	KVP08_010130	KVP08_010135	29	-1	True
1349	KVP08_010135	KVP08_010140	83	-1	True
1350	KVP08_010140	KVP08_010145	20	-1	True
1351	KVP08_010145	KVP08_010150	429	-1	False
1352	KVP08_010150	KVP08_010155	154	-1	False
1353	KVP08_010155	KVP08_010160	66	-1	True
1354	KVP08_010160	KVP08_010165	-6	-1	True
1355	KVP08_010165	KVP08_010170	-3	-1	True
1356	KVP08_010180	KVP08_010185	449	-1	False
1357	KVP08_010185	KVP08_010190	-3	-1	True
1358	KVP08_010190	KVP08_010195	285	-1	False
1359	KVP08_010205	KVP08_010210	130	-1	False
1360	KVP08_010215	KVP08_010220	147	1	False
1361	KVP08_010220	KVP08_010225	55	1	True
1362	KVP08_010230	KVP08_010235	37	-1	True
1363	KVP08_010235	KVP08_010240	318	-1	False
1364	KVP08_010245	KVP08_010250	114	1	False
1365	KVP08_010260	KVP08_010265	433	1	False
1366	KVP08_010265	KVP08_010270	3	1	True
1367	KVP08_010270	KVP08_010275	-3	1	True
1368	KVP08_010275	KVP08_010280	-3	1	True
1369	KVP08_010280	KVP08_010285	2	1	True
1370	KVP08_010285	KVP08_010290	-3	1	True
1371	KVP08_010290	KVP08_010295	125	1	False
1372	KVP08_010295	KVP08_010300	3	1	True
1373	KVP08_010305	KVP08_010310	174	-1	False
1374	KVP08_010310	KVP08_010315	-73	-1	True
1375	KVP08_010315	KVP08_010320	-25	-1	True
1376	KVP08_010320	KVP08_010325	0	-1	True
1377	KVP08_010325	KVP08_010330	210	-1	False
1378	KVP08_010330	KVP08_010335	84	-1	True
1379	KVP08_010335	KVP08_010340	-3	-1	True
1380	KVP08_010345	KVP08_010350	185	1	False
1381	KVP08_010350	KVP08_010355	217	1	False
1382	KVP08_010355	KVP08_010360	274	1	False
1383	KVP08_010360	KVP08_010365	-3	1	True
1384	KVP08_010365	KVP08_010370	121	1	False
1385	KVP08_010380	KVP08_010385	109	1	False
1386	KVP08_010385	KVP08_010390	182	1	False
1387	KVP08_010390	KVP08_010395	181	1	False
1388	KVP08_010395	KVP08_010400	9	1	True
1389	KVP08_010400	KVP08_010405	-3	1	True
1390	KVP08_010410	KVP08_010415	111	-1	False
1391	KVP08_010425	KVP08_010430	280	-1	False
1392	KVP08_010430	KVP08_010435	17	-1	True
1393	KVP08_010435	KVP08_010440	62	-1	True
1394	KVP08_010440	KVP08_010445	486	-1	False
1395	KVP08_010445	KVP08_010450	2	-1	True
1396	KVP08_010455	KVP08_010460	106	1	False
1397	KVP08_010470	KVP08_010475	184	1	False
1398	KVP08_010475	KVP08_010480	103	1	False
1399	KVP08_010480	KVP08_010485	73	1	True
1400	KVP08_010485	KVP08_010490	124	1	False
1401	KVP08_010490	KVP08_010495	2	1	True
1402	KVP08_010495	KVP08_010500	43	1	True
1403	KVP08_010500	KVP08_010505	73	1	True
1404	KVP08_010505	KVP08_010510	59	1	True
1405	KVP08_010510	KVP08_010515	219	1	False
1406	KVP08_010520	KVP08_010525	27	-1	True
1407	KVP08_010530	KVP08_010535	12	1	True
1408	KVP08_010540	KVP08_010545	358	-1	False
1409	KVP08_010550	KVP08_010555	255	1	False
1410	KVP08_010555	KVP08_010560	0	1	True
1411	KVP08_010560	KVP08_010565	47	1	True
1412	KVP08_010570	KVP08_010575	198	-1	False
1413	KVP08_010580	KVP08_010585	161	1	False
1414	KVP08_010585	KVP08_010590	89	1	True
1415	KVP08_010605	KVP08_010610	45	-1	True
1416	KVP08_010610	KVP08_010615	-3	-1	True
1417	KVP08_010615	KVP08_010620	11	-1	True
1418	KVP08_010620	KVP08_010625	427	-1	False
1419	KVP08_010625	KVP08_010630	-3	-1	True
1420	KVP08_010630	KVP08_010635	301	-1	False
1421	KVP08_010635	KVP08_010640	-45	-1	True
1422	KVP08_010640	KVP08_010645	82	-1	True
1423	KVP08_010645	KVP08_010650	36	-1	True
1424	KVP08_010650	KVP08_010655	223	-1	False
1425	KVP08_010655	KVP08_010660	-3	-1	True
1426	KVP08_010665	KVP08_010670	2	1	True
1427	KVP08_010670	KVP08_010675	9	1	True
1428	KVP08_010685	KVP08_010690	9	1	True
1429	KVP08_010690	KVP08_010695	246	1	False
1430	KVP08_010700	KVP08_010705	-7	-1	True
1431	KVP08_010705	KVP08_010710	6	-1	True
1432	KVP08_010720	KVP08_010725	613	-1	False
1433	KVP08_010730	KVP08_010735	215	1	False
1434	KVP08_010735	KVP08_010740	118	1	False
1435	KVP08_010740	KVP08_010745	45	1	True
1436	KVP08_010745	KVP08_010750	535	1	False
1437	KVP08_010755	KVP08_010760	63	-1	True
1438	KVP08_010760	KVP08_010765	67	-1	True
1439	KVP08_010765	KVP08_010770	41	-1	True
1440	KVP08_010795	KVP08_010800	221	-1	False
1441	KVP08_010805	KVP08_010810	4	1	True
1442	KVP08_010810	KVP08_010815	86	1	True
1443	KVP08_010815	KVP08_010820	17	1	True
1444	KVP08_010825	KVP08_010830	251	-1	False
1445	KVP08_010835	KVP08_010840	322	1	False
1446	KVP08_010840	KVP08_010845	70	1	True
1447	KVP08_010845	KVP08_010850	9	1	True
1448	KVP08_010850	KVP08_010855	-7	1	True
1449	KVP08_010855	KVP08_010860	19	1	True
1450	KVP08_010865	KVP08_010870	-6	-1	True
1451	KVP08_010870	KVP08_010875	0	-1	True
1452	KVP08_010875	KVP08_010880	15	-1	True
1453	KVP08_010880	KVP08_010885	60	-1	True
1454	KVP08_010885	KVP08_010890	260	-1	False
1455	KVP08_010895	KVP08_010905	462	1	False
1456	KVP08_010915	KVP08_010920	2	1	True
1457	KVP08_010920	KVP08_010925	39	1	True
1458	KVP08_010925	KVP08_010930	122	1	False
1459	KVP08_010930	KVP08_010935	65	1	True
1460	KVP08_010935	KVP08_010940	236	1	False
1461	KVP08_010950	KVP08_010955	61	1	True
1462	KVP08_010955	KVP08_010960	80	1	True
1463	KVP08_010960	KVP08_010965	99	1	False
1464	KVP08_010965	KVP08_010970	32	1	True
1465	KVP08_010970	KVP08_010975	1	1	True
1466	KVP08_010975	KVP08_010980	-3	1	True
1467	KVP08_010980	KVP08_010985	-25	1	True
1468	KVP08_010985	KVP08_010990	62	1	True
1469	KVP08_010990	KVP08_010995	282	1	False
1470	KVP08_011000	KVP08_011005	108	-1	False
1471	KVP08_011010	KVP08_011015	3	1	True
1472	KVP08_011020	KVP08_011025	176	-1	False
1473	KVP08_011030	KVP08_011035	100	1	False
1474	KVP08_011035	KVP08_011040	100	1	False
1475	KVP08_011040	KVP08_011045	524	1	False
1476	KVP08_011045	KVP08_011050	3	1	True
1477	KVP08_011050	KVP08_011055	-3	1	True
1478	KVP08_011055	KVP08_011060	3	1	True
1479	KVP08_011065	KVP08_011070	-9	-1	True
1480	KVP08_011070	KVP08_011075	16	-1	True
1481	KVP08_011075	KVP08_011080	12	-1	True
1482	KVP08_011085	KVP08_011090	827	1	False
1483	KVP08_011095	KVP08_011100	-9	-1	True
1484	KVP08_011100	KVP08_011105	16	-1	True
1485	KVP08_011105	KVP08_011110	12	-1	True
1486	KVP08_011120	KVP08_011125	229	-1	False
1487	KVP08_011140	KVP08_011145	13	1	True
1488	KVP08_011145	KVP08_011150	12	1	True
1489	KVP08_011150	KVP08_011155	0	1	True
1490	KVP08_011155	KVP08_011160	111	1	False
1491	KVP08_011160	KVP08_011165	23	1	True
1492	KVP08_011165	KVP08_011170	21	1	True
1493	KVP08_011170	KVP08_011175	9	1	True
1494	KVP08_011175	KVP08_011180	56	1	True
1495	KVP08_011180	KVP08_011185	143	1	False
1496	KVP08_011185	KVP08_011190	78	1	True
1497	KVP08_011195	KVP08_011200	-7	-1	True
1498	KVP08_011210	KVP08_011230	928	-1	False
1499	KVP08_011235	KVP08_011240	213	1	False
1500	KVP08_011245	KVP08_011250	292	-1	False
1501	KVP08_011250	KVP08_011255	145	-1	False
1502	KVP08_011255	KVP08_011260	10	-1	True
1503	KVP08_011260	KVP08_011265	4	-1	True
1504	KVP08_011265	KVP08_011270	163	-1	False
1505	KVP08_011280	KVP08_011285	72	-1	True
1506	KVP08_011290	KVP08_011295	102	1	False
1507	KVP08_011295	KVP08_011300	12	1	True
1508	KVP08_011300	KVP08_011305	56	1	True
1509	KVP08_011305	KVP08_011310	80	1	True
1510	KVP08_011310	KVP08_011315	45	1	True
1511	KVP08_011320	KVP08_011325	270	-1	False
1512	KVP08_011330	KVP08_011335	255	1	False
1513	KVP08_011335	KVP08_011340	26	1	True
1514	KVP08_011345	KVP08_011350	21	-1	True
1515	KVP08_011350	KVP08_011355	13	-1	True
1516	KVP08_011355	KVP08_011360	10	-1	True
1517	KVP08_011365	KVP08_011370	186	1	False
1518	KVP08_011375	KVP08_011380	16	-1	True
1519	KVP08_011395	KVP08_011400	28	1	True
1520	KVP08_011405	KVP08_011410	189	-1	False
1521	KVP08_011410	KVP08_011415	239	-1	False
1522	KVP08_011415	KVP08_011435	734	-1	False
1523	KVP08_011435	KVP08_011440	174	-1	False
1524	KVP08_011445	KVP08_011450	-3	1	True
1525	KVP08_011455	KVP08_011460	712	-1	False
1526	KVP08_011480	KVP08_011485	126	1	False
1527	KVP08_011485	KVP08_011490	1	1	True
1528	KVP08_011490	KVP08_011495	4	1	True
1529	KVP08_011495	KVP08_011500	81	1	True
1530	KVP08_011500	KVP08_011505	54	1	True
1531	KVP08_011505	KVP08_011510	-7	1	True
1532	KVP08_011510	KVP08_011515	67	1	True
1533	KVP08_011520	KVP08_011525	98	-1	False
1534	KVP08_011525	KVP08_011530	0	-1	True
1535	KVP08_011535	KVP08_011540	255	1	False
1536	KVP08_011545	KVP08_011550	332	-1	False
1537	KVP08_011550	KVP08_011555	0	-1	True
1538	KVP08_011560	KVP08_011565	25	1	True
1539	KVP08_011565	KVP08_011570	230	1	False
1540	KVP08_011575	KVP08_011580	99	-1	False
1541	KVP08_011590	KVP08_011595	4	-1	True
1542	KVP08_011595	KVP08_011600	4	-1	True
1543	KVP08_011600	KVP08_011605	1	-1	True
1544	KVP08_011605	KVP08_011610	6	-1	True
1545	KVP08_011610	KVP08_011615	15	-1	True
1546	KVP08_011615	KVP08_011620	19	-1	True
1547	KVP08_011620	KVP08_011625	1	-1	True
1548	KVP08_011625	KVP08_011630	1	-1	True
1549	KVP08_011630	KVP08_011635	16	-1	True
1550	KVP08_011645	KVP08_011650	-3	-1	True
1551	KVP08_011650	KVP08_011655	57	-1	True
1552	KVP08_011655	KVP08_011660	432	-1	False
1553	KVP08_011660	KVP08_011665	156	-1	False
1554	KVP08_011665	KVP08_011670	254	-1	False
1555	KVP08_011670	KVP08_011675	537	-1	False
1556	KVP08_011675	KVP08_011680	0	-1	True
1557	KVP08_011690	KVP08_011695	115	-1	False
1558	KVP08_011700	KVP08_011705	94	1	False
1559	KVP08_011705	KVP08_011710	224	1	False
1560	KVP08_011715	KVP08_011720	166	-1	False
1561	KVP08_011725	KVP08_011730	1017	1	False
1562	KVP08_011730	KVP08_011735	180	1	False
1563	KVP08_011735	KVP08_011740	314	1	False
1564	KVP08_011740	KVP08_011745	88	1	True
1565	KVP08_011750	KVP08_011755	29	-1	True
1566	KVP08_011765	KVP08_011770	496	-1	False
1567	KVP08_011770	KVP08_011775	19	-1	True
1568	KVP08_011775	KVP08_011780	-10	-1	True
1569	KVP08_011780	KVP08_011785	-3	-1	True
1570	KVP08_011785	KVP08_011790	-3	-1	True
1571	KVP08_011790	KVP08_011795	154	-1	False
1572	KVP08_011795	KVP08_011800	0	-1	True
1573	KVP08_011800	KVP08_011805	114	-1	False
1574	KVP08_011805	KVP08_011810	497	-1	False
1575	KVP08_011810	KVP08_011815	96	-1	False
1576	KVP08_011815	KVP08_011820	27	-1	True
1577	KVP08_011820	KVP08_011825	147	-1	False
1578	KVP08_011830	KVP08_011835	41	1	True
1579	KVP08_011835	KVP08_011840	131	1	False
1580	KVP08_011840	KVP08_011845	218	1	False
1581	KVP08_011845	KVP08_011850	109	1	False
1582	KVP08_011850	KVP08_011855	88	1	True
1583	KVP08_011855	KVP08_011860	287	1	False
1584	KVP08_011860	KVP08_011865	-12	1	True
1585	KVP08_011870	KVP08_011875	237	-1	False
1586	KVP08_011875	KVP08_011880	316	-1	False
1587	KVP08_011880	KVP08_011885	38	-1	True
1588	KVP08_011885	KVP08_011890	119	-1	False
1589	KVP08_011890	KVP08_011895	258	-1	False
1590	KVP08_011895	KVP08_011900	128	-1	False
1591	KVP08_011900	KVP08_011910	647	-1	False
1592	KVP08_011910	KVP08_011915	256	-1	False
1593	KVP08_011925	KVP08_011930	201	-1	False
1594	KVP08_011930	KVP08_011935	63	-1	True
1595	KVP08_011935	KVP08_011940	266	-1	False
1596	KVP08_011940	KVP08_011945	32	-1	True
1597	KVP08_011945	KVP08_011950	55	-1	True
1598	KVP08_011950	KVP08_011955	13	-1	True
1599	KVP08_011955	KVP08_011960	334	-1	False
1600	KVP08_011960	KVP08_011965	308	-1	False
1601	KVP08_011965	KVP08_011970	84	-1	True
1602	KVP08_011970	KVP08_011975	29	-1	True
1603	KVP08_011975	KVP08_011980	279	-1	False
1604	KVP08_011980	KVP08_011985	16	-1	True
1605	KVP08_011990	KVP08_011995	2	1	True
1606	KVP08_011995	KVP08_012000	-13	1	True
1607	KVP08_012015	KVP08_012020	362	-1	False
1608	KVP08_012020	KVP08_012025	7	-1	True
1609	KVP08_012025	KVP08_012030	-6	-1	True
1610	KVP08_012030	KVP08_012035	-3	-1	True
1611	KVP08_012035	KVP08_012040	-3	-1	True
1612	KVP08_012040	KVP08_012045	6	-1	True
1613	KVP08_012045	KVP08_012050	30	-1	True
1614	KVP08_012050	KVP08_012055	12	-1	True
1615	KVP08_012060	KVP08_012065	291	1	False
1616	KVP08_012070	KVP08_012075	61	-1	True
1617	KVP08_012080	KVP08_012085	-10	1	True
1618	KVP08_012085	KVP08_012090	83	1	True
1619	KVP08_012095	KVP08_012100	43	-1	True
1620	KVP08_012110	KVP08_012115	35	-1	True
1621	KVP08_012120	KVP08_012125	71	1	True
1622	KVP08_012125	KVP08_012130	222	1	False
1623	KVP08_012130	KVP08_012135	4	1	True
1624	KVP08_012135	KVP08_012140	30	1	True
1625	KVP08_012140	KVP08_012145	123	1	False
1626	KVP08_012155	KVP08_012160	195	1	False
1627	KVP08_012165	KVP08_012170	272	-1	False
1628	KVP08_012170	KVP08_012175	139	-1	False
1629	KVP08_012175	KVP08_012180	89	-1	True
1630	KVP08_012180	KVP08_012185	100	-1	False
1631	KVP08_012190	KVP08_012195	182	1	False
1632	KVP08_012195	KVP08_012200	151	1	False
1633	KVP08_012200	KVP08_012205	222	1	False
1634	KVP08_012230	KVP08_012235	99	-1	False
1635	KVP08_012240	KVP08_012245	150	1	False
1636	KVP08_012245	KVP08_012250	209	1	False
1637	KVP08_012250	KVP08_012255	-9	1	True
1638	KVP08_012270	KVP08_012275	126	-1	False
1639	KVP08_012275	KVP08_012280	238	-1	False
1640	KVP08_012280	KVP08_012285	18	-1	True
1641	KVP08_012295	KVP08_012300	47	-1	True
1642	KVP08_012300	KVP08_012305	380	-1	False
1643	KVP08_012305	KVP08_012310	0	-1	True
1644	KVP08_012310	KVP08_012315	119	-1	False
1645	KVP08_012315	KVP08_012320	49	-1	True
1646	KVP08_012320	KVP08_012325	215	-1	False
1647	KVP08_012325	KVP08_012330	12	-1	True
1648	KVP08_012330	KVP08_012335	1	-1	True
1649	KVP08_012335	KVP08_012340	-6	-1	True
1650	KVP08_012345	KVP08_012350	287	1	False
1651	KVP08_012350	KVP08_012355	13	1	True
1652	KVP08_012355	KVP08_012360	-3	1	True
1653	KVP08_012365	KVP08_012370	31	-1	True
1654	KVP08_012380	KVP08_012385	331	-1	False
1655	KVP08_012390	KVP08_012395	97	1	False
1656	KVP08_012400	KVP08_012405	107	-1	False
1657	KVP08_012405	KVP08_012410	94	-1	False
1658	KVP08_012410	KVP08_012415	345	-1	False
1659	KVP08_012425	KVP08_012430	194	-1	False
1660	KVP08_012430	KVP08_012435	2	-1	True
1661	KVP08_012435	KVP08_012440	115	-1	False
1662	KVP08_012450	KVP08_012455	71	-1	True
1663	KVP08_012465	KVP08_012470	157	-1	False
1664	KVP08_012470	KVP08_012475	306	-1	False
1665	KVP08_012475	KVP08_012480	11	-1	True
1666	KVP08_012480	KVP08_012485	538	-1	False
1667	KVP08_012485	KVP08_012490	229	-1	False
1668	KVP08_012490	KVP08_012495	356	-1	False
1669	KVP08_012500	KVP08_012505	274	1	False
1670	KVP08_012505	KVP08_012510	154	1	False
1671	KVP08_012510	KVP08_012515	101	1	False
1672	KVP08_012515	KVP08_012520	45	1	True
1673	KVP08_012520	KVP08_012525	0	1	True
1674	KVP08_012525	KVP08_012530	1	1	True
1675	KVP08_012530	KVP08_012535	69	1	True
1676	KVP08_012535	KVP08_012540	122	1	False
1677	KVP08_012540	KVP08_012545	893	1	False
1678	KVP08_012545	KVP08_012550	-3	1	True
1679	KVP08_012550	KVP08_012555	1	1	True
1680	KVP08_012565	KVP08_012570	32	1	True
